Case_ID,PUBLISH DATE,PUBLISH TIME,AUTHOR,COMMENT,SOURCE,TYPE,SENTIMENT,COMMENT TYPE,AREAS AFFECTED
Weibo_M_66,04/07/2014,826,中宏人寿杨蓓蓓," 转发微博
◆
◆
@中宏保险
去吧，去成为你想成为的那个人。不要被教条所限，不要活在别人的观念里，不要让别人的意见左右自己内心的声音。最重要的是，勇敢地去追随自己的心灵和直觉。决定一个人的一生，以及整个命运的，只是一个瞬间。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_67,04/07/2014,1603,蒲公英0901 ,"转发微博 @中宏保险 

能看多远，靠的不是眼晴，而是眼光，有慧者看到千里之外，无知者看到百米之内！能走多远，靠的不是双脚，而是志向，鸿鹄志在苍宇，燕雀心系檐下！早安！ ",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_68,04/07/2014,1750,吳思睿LESLEY ,"轉發微博 @中宏保险 

【健康饮食】不吃早餐五宗罪：1、易患胆结石。不吃早餐，胆囊中胆汁没机会排出，胆汁中胆固醇大量析出、沉积、结晶。2、易犯心脏病。早上肚里没食物，血液里会形成更多B型血栓球蛋白，易致血液凝固，诱发心梗。3、发胖。不吃早餐，午餐吃得更多。4、加速衰老。5、大脑反应慢。 ",Reader,Received Comment,Neutral,G,Health Information
Weibo_M_69,04/07/2014,1837,用户6865910514 ,"//@玛吉斯轮胎MAXXIS: 节后上班第一天，大家早上好 http://t.cn/8FqnP8h [马到成功] @中宏保险 

每一个新的一天都是一个改变自己命运的机会。你的世界，源于你的眼界。永远不要停止相信自己。留住让你内心温暖的一切。无论去哪儿，记得带上自己的阳光。马年上班第一天，早上好 ",Reader,Received Comment,Neutral,G,Life Comprehend
Weibo_M_70,04/07/2014,1937,善缘3439,"来我们中宏保险吧....！ @中宏保险 @中宏保险河北石家庄分公司 联系我 18032199087 胡先生 [耶] //@HLWX杜光雄: //@爷们_32184:转发微博 @HLWX杜光雄 

#空饷族# 一大批体制内中基层干部，因50岁上下的尴尬年龄段，升迁年龄超限，留职阻挡后来者，退休不到年龄。于是让他们退居二线去。即白享工资福利，爱上哪上哪，只别呆单位碍眼。这就是吃空饷一族主力军，甚至他们还可利用在体制內的影响力、人脉关系会在社会及企业捞去更多的财富，退而不休[怒] ",Reader, @My Microblog,Neutral,G,Ads/Marketing
Weibo_M_71,04/07/2014,2216,我是龙小宝的陈小楠,"转发微博@中宏保险

喜欢跑步的人很多，但天天跑步的人不多；拥有梦想的人很多，但坚持一个梦想的人不多。现实生活中，每个人的思想都很丰富，但是能够持之以恒地坚持做一件事情的人并不多。所以，有人成功，有人失败，有人笑，有人哭，关键看你是否能坚持下去。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_72,04/07/2014,2255,谢杏双1 ,"转发微博 @中宏保险

据统计，我国癌症患者年平均治疗费用10万元左右，对于北京和上海等大城市而言，癌症的年治疗费用超过30万元。随着医疗技术的进步，治疗癌症的特效药品越来越先进，副作用越来越小，但却意味医疗费用更加昂贵，通常这些费用不属于社保报销范围。专家表示，适当补充商业医疗险，就如车子的备用轮胎。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_73,04/07/2014,2256,谢杏双1 ,"转发微博 @中宏保险

【“3.15”保险消费者权益保护宣传】请不要拿计算器来计算保险的收益，如果能够计算出来的那绝对不叫风险。保险虽然不能改变您现在的生活，但可以预防您将来生活被改变！",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_74,04/07/2014,2326,吴大頭_Ant,"转发微博  @中宏保险

喜欢跑步的人很多，但天天跑步的人不多；拥有梦想的人很多，但坚持一个梦想的人不多。现实生活中，每个人的思想都很丰富，但是能够持之以恒地坚持做一件事情的人并不多。所以，有人成功，有人失败，有人笑，有人哭，关键看你是否能坚持下去。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_75,04/08/2014,1058,砰砰作响,"转发微博 @中宏保险 

【健康饮食】不吃早餐五宗罪：1、易患胆结石。不吃早餐，胆囊中胆汁没机会排出，胆汁中胆固醇大量析出、沉积、结晶。2、易犯心脏病。早上肚里没食物，血液里会形成更多B型血栓球蛋白，易致血液凝固，诱发心梗。3、发胖。不吃早餐，午餐吃得更多。4、加速衰老。5、大脑反应慢。 ",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_76,04/08/2014,1234,天使且珍惜 ,"等大图！ @天使且珍惜 

@中国太平洋保险 @中宏保险 @央视新闻 @人民网 @josee-yuanling @南方日报 @湖北网络广播电视台 @公安部打四黑除四害 @An100 @保险专业律师李滨 @保险企业家 @保险缘@财经网 @楚天都市报 @蹇宏心语 @刘彦斌 @李佳霖Bill @MRT保险名人堂 @法制洋葱头 @法制晚报 @LI李瑞奇 @男人的成长训练 @平安武汉 ",Reader, @My Microblog,Irrelevant,G,Irrelevant Ads
Weibo_M_77,04/08/2014,2221,那场中途摔跤的邂逅,你好。中宏离职一般多长时间退600押金。。我都一个多月了。都没有退给我。。这么长时间是不是不准备退了。我就只有向保监会举报了,Reader,Private Message,Negative,C,Customer Service
Weibo_M_78,04/08/2014,2232,那场中途摔跤的邂逅,dingshizhai@126.com,Reader,Private Message,Neutral,G,Customer Service
Weibo_M_79,04/08/2014,2250,那场中途摔跤的邂逅,单子上面写的是在规定时间内结清你的保证金。这个规定日期具体是指？,Reader,Private Message,Neutral,G,Customer Service
Weibo_M_80,04/08/2014,2256,AIA友邦昆山罗云东 ,"转发微博 @中宏保险

愿意放弃才不会苦，适度知足才不会悔；记住感恩才不会怨，懂得珍惜才不会愧。人生，在心淡中求满足，在尽责中求心安，在奉献中求快乐，在忠诚中求幸福。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_81,04/08/2014,2203,下沙的蟑螂,真的是这样吗？我肿么没发现上帝在帮助我. @萝莉等待你的到来 http://t.cn/8soMC0b ,Reader,Received Comment,Neutral,G,Health Information
Weibo_M_82,04/09/2014,1026,乐乐CY ,"转发微博 @中宏保险 

【健康养生】温暖春天吃啥养生？1、红枣等养脾甜食：春季宜少吃酸，多吃甜。2、蜂蜜：中医认为，蜂蜜味甘，入脾胃二经，能补中益气、润肠通便。3、春芽：春日食春芽，如香椿、豆芽、蒜苗、豆苗、莴苣等。4、韭菜：春天需要保养阳气。5、菠菜：对防春燥颇有益处。",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_83,04/09/2014,1659,话如听 ,"转发微博 @中宏保险 

我们曾如此渴望命运的波澜，到最后才发现：人生最曼妙的风景，竟是内心的淡定与从容；我们曾如此期盼外界的认可，到最后才知道：世界是自己的，与他人毫无关系。—杨绛《一百岁感言》。早安！ ",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_84,04/09/2014,2120,用户7048092906 ,"转发微博 @中宏保险 

愿意放弃才不会苦，适度知足才不会悔；记住感恩才不会怨，懂得珍惜才不会愧。人生，在心淡中求满足，在尽责中求心安，在奉献中求快乐，在忠诚中求幸福。晚安！ ",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_85,04/09/2014,2252,Little-毛 ,"转发微博 @中宏保险

即使没有回报，我仍旧去爱；即使一无所有，我仍旧给予；即使身处困难之中，我仍旧愉快地工作；即使面对孤单与遗弃，我仍旧伸出我的手；即使饱含泪水，我仍旧将它们擦干；即使不被信任，我仍然相信。就是这样，也将是这样。—— 柯艾略《阿莱夫》。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_86,04/09/2014,453,绿莺爱的家园 ,"转发微博 @中宏保险

#青春无悔 幸福有约#“我能想到最浪漫的事，就是和你一起慢慢变老……”金色晚年是对每一位妈妈最好的回报。相比男性，女性退休年龄早5年，而平均寿命要长5-8年，因此多数女性在晚年时少则几年、多则十几年的时间里需要自己照顾自己。专家提醒，女性更有必要尽早做好养老规划，给未来一份坚实的保证！",Reader,Received Comment,Neutral,G,Life Comprehend
Weibo_M_87,04/09/2014,453-1,绿莺爱的家园 ,"转发微博 @中宏保险

#青春无悔 幸福有约#内要照顾家庭、外要打拼事业，年轻妈妈急需防范健康隐患。中宏保险幸福1+1中产家庭健康规划调研发现:70-85中产群体普遍存在亚健康症状.我国成年女性超重率为29.7%，高血压患病率为31.8%，糖尿病患病率为9.0%…欢迎参与""幸福1+1""活动,全面加强保障来!http://t.cn/zYu1xFu",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_88,04/09/2014,454,绿莺爱的家园 ,"转发微博 @中宏保险#青春无悔 幸福有约#如果不买房,就不用还房贷;或是没有孩子,也不必担心教育费用;但是我们不可能不老!寿比南山不意味着福如东海,晚年生活品质很大程度上取决于养老金的储备.专家提醒,社保养老金仅能维持基本生活,个人可购买商业养老保险产品补充缺口,及早规划可利用时间复利较为轻松地实现规划目标! ",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_89,04/09/2014,454-1,绿莺爱的家园 ,"太精辟了@中宏保险@中宏保险

#青春无悔 幸福有约#如果不买房,就不用还房贷;或是没有孩子,也不必担心教育费用;但是我们不可能不老!寿比南山不意味着福如东海,晚年生活品质很大程度上取决于养老金的储备.专家提醒,社保养老金仅能维持基本生活,个人可购买商业养老保险产品补充缺口,及早规划可利用时间复利较为轻松地实现规划目标!",Reader,Received Comment,Neutral,G,Products/Service
Weibo_M_90,04/09/2014,455,绿莺爱的家园 ,"转发微博@中宏保险

#青春无悔 幸福有约#感怀美好岁月,更要面对现实.不良生活方式和工作压力，食品安全和环境污染,引致重大疾病低龄化、慢性病高发.保险专家指出,商业健康险涵盖重大疾病保障、医疗费用报销和补贴功能,作为医保必要的补充,既可补偿医疗费用支出,也能保证生活品质.纵使青春回不去了,未来依然在你手里! ",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_91,04/10/2014,354,牛B哄哄的际舟,"哈罗啊，改革之初，我们曾面对九曲回环的河；今天，我们将跨越波澜壮阔的海。在历史赋予我们伟大使命的今天，请拒绝冷嘲热讽，拒绝阳奉阴违，拒绝事不关己，拒绝随波逐流，拒绝悲观绝望，用公平、正义、诚信、积极、创新，伴随祖国，共同穿越改革深水区的暗礁和巨浪，实现中华民族伟大复兴。好吗？
评论我的微博  “【理财理念】从国际金价大跌杀出...”",Reader,Received Comment,Neutral,G,Products/Service
Weibo_M_92,04/10/2014,829,Allianz-Amanda,"转发微博
◆
◆
@中宏保险
为了自己想过的生活，勇于放弃一些东西。若要自由，就得牺牲安全。若要闲散，就不能获得别人评价中的成就。若要愉悦，就无须计较身边的人给予的态度。若要前行，就得离开你现在停留的地方。早上好！",Reader,Received Comment,Neutral,G,Life Comprehend
Weibo_M_93,04/10/2014,843,Eling_10,"转发微博
◆
◆
@中宏保险
为了自己想过的生活，勇于放弃一些东西。若要自由，就得牺牲安全。若要闲散，就不能获得别人评价中的成就。若要愉悦，就无须计较身边的人给予的态度。若要前行，就得离开你现在停留的地方。早上好！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_94,04/10/2014,1256,新浪财经,"|李克强博鳌论坛发言要点（图）
李克强博鳌论坛发言要点（图）
博鳌亚洲论坛2014年年会10日上午在海南省博鳌开幕，国务院总理李克强出席开幕式并发表题为《共同开创亚洲发展新未来》的主旨演讲。新浪财经为您梳理演讲要点。

文章详情171.
.",Reader,Private Message,Irrelevant,G,Irrelevant Ads
Weibo_M_95,04/10/2014,2057,慢慢化成回忆止想念,"：充了多少点呢 @天天好搞 http://t.cn/8sK1xqb

评论我的微博 “【健康养生】1、晚9-11点为免疫...” 
",Reader,Received Comment,Neutral,G,Health Information
Weibo_M_96,04/10/2014,2228,子墨馨尘,转发微博@中宏保险【健康养生】1、晚9-11点为免疫系统排毒，应静听音乐。2、晚11-凌晨1点，肝排毒，需在熟睡中进行。3、半夜至凌晨4点为脊椎造血时段，不宜熬夜。4、凌晨1-3点，胆排毒。5、凌晨3-5点，肺排毒。6、凌晨5-7点，大肠排毒应排便。7、凌晨7-9点，小肠吸收营养时段，应早餐。,Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_97,04/11/2014,705,口乞王,"转发微博◆◆@中宏保险
【健康养生】1、晚9-11点为免疫系统排毒，应静听音乐。2、晚11-凌晨1点，肝排毒，需在熟睡中进行。3、半夜至凌晨4点为脊椎造血时段，不宜熬夜。4、凌晨1-3点，胆排毒。5、凌晨3-5点，肺排毒。6、凌晨5-7点，大肠排毒应排便。7、凌晨7-9点，小肠吸收营养时段，应早餐。",Reader, @My Microblog,Neutral,G,Health Information
